ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
4F3C,SURRES04DEL01,30,4.2,21.173493,72.801953,21.243493,72.871953,Buffet ,motorcycle ,46
B9BC,VADRES18DEL02,22,4.8,0.0,0.0,0.08,0.08,Buffet ,motorcycle ,26
B209,COIMBRES13DEL01,20,4.9,11.003669,76.976494,11.073669,77.046494,Drinks ,scooter ,17
4F9A,BANGRES20DEL01,31,4.4,12.972161,77.596014,13.042161,77.666014,Buffet ,motorcycle ,44
8011,SURRES19DEL03,36,4.6,21.149669,72.772629,21.179669,72.802629,Drinks ,scooter ,17
9692,JAPRES17DEL02,39,4.9,26.892312,75.806896,26.972313,75.886896,Snack ,motorcycle ,43
9415,HYDRES07DEL01,32,4.7,17.424114,78.347554,17.534114,78.457554,Meal ,motorcycle ,41
B6A0,RANCHIRES14DEL01,23,4.2,0.0,0.0,0.07,0.07,Drinks ,motorcycle ,34
7BF,SURRES13DEL02,30,3.8,21.170096,72.789122,21.250096,72.869122,Buffet ,scooter ,40
7CB8,INDORES15DEL02,26,4.7,22.760072,75.892574,22.780072,75.912574,Meal ,scooter ,16
953,MYSRES07DEL01,29,4.6,12.325461,76.632278,12.335461,76.642278,Buffet ,motorcycle ,23
9C8C,SURRES11DEL01,21,4.9,21.157735,72.768778,21.167735,72.778778,Buffet ,motorcycle ,13
B38B,COIMBRES12DEL03,23,4.6,11.000762,76.981876,11.030762,77.011876,Drinks ,scooter ,29
4D5B,SURRES03DEL02,22,4.9,21.186884,72.793616,21.206884,72.813616,Meal ,motorcycle ,24
8F9E,SURRES14DEL03,39,4.5,21.157729,72.768726,21.187729,72.798726,Drinks ,motorcycle ,16
3B2E,CHENRES02DEL02,32,4.1,13.086438,80.220672,13.136439,80.270672,Drinks ,scooter ,34
2CB6,JAPRES13DEL01,25,4.7,26.846156,75.8023,26.956156,75.9123,Drinks ,motorcycle ,20
9D2B,SURRES14DEL01,30,5,21.157729,72.768726,21.197729,72.808726,Snack ,motorcycle ,28
7943,BANGRES12DEL02,25,4.8,12.939496,77.625999,13.069496,77.755999,Drinks ,scooter ,30
205D,COIMBRES09DEL03,26,4.7,11.008638,76.984311,11.098638,77.074311,Snack ,scooter ,14
5AAD,COIMBRES02DEL01,30,4.6,11.022477,76.995667,11.062477,77.035667,Snack ,motorcycle ,30
D747,AGRRES07DEL02,31,4.3,27.160934,78.044095,27.180934,78.064095,Drinks ,motorcycle ,25
AC01,INDORES08DEL02,33,4.8,22.725748,75.898497,22.805747,75.978497,Buffet ,motorcycle ,28
9098,MUMRES19DEL03,20,5,19.131141,72.813074,19.19114,72.873074,Drinks ,scooter ,17
AFF,MYSRES11DEL02,36,4.3,12.323225,76.630028,12.453225,76.760028,Meal ,scooter ,33
A3A6,PUNERES04DEL03,20,4.9,18.51421,73.838429,18.60421,73.928429,Snack ,motorcycle ,36
473,MYSRES07DEL03,29,4.6,-12.325461,-76.632278,12.385461,76.692278,Buffet ,scooter ,16
E076,AGRRES02DEL03,38,4.1,0.0,0.0,0.09,0.09,Snack ,scooter ,38
8A91,VADRES06DEL03,37,4.7,22.31279,73.170283,22.37279,73.230283,Meal ,motorcycle ,25
788D,JAPRES05DEL01,28,5,26.905287,75.794592,27.015287,75.904592,Buffet ,scooter ,40
6948,BANGRES15DEL02,39,3.5,12.975377,77.696664,13.055377,77.776664,Meal ,motorcycle ,32
2.8E+10,HYDRES03DEL02,31,4,17.422819,78.449578,17.502819,78.529578,Snack ,scooter ,42
53EA,HYDRES15DEL02,30,4.9,17.45971,78.368855,17.50971,78.418855,Snack ,motorcycle ,27
CD30,KOLRES03DEL03,27,4.9,22.526461,88.364453,22.616461,88.454453,Drinks ,motorcycle ,25
57CE,PUNERES11DEL02,30,4.9,18.533811,73.899315,18.583811,73.949315,Drinks ,motorcycle ,24
3D57,BANGRES08DEL02,29,4.5,12.906229,77.596791,13.036229,77.726791,Snack ,scooter ,30
DD28,AGRRES11DEL02,35,4.5,27.163303,78.057044,27.293303,78.187044,Meal ,motorcycle ,22
1B03,INDORES01DEL02,34,4.9,22.695207,75.866059,22.715207,75.886059,Snack ,motorcycle ,31
9646,COIMBRES17DEL02,37,4.8,11.026117,76.944652,11.106117,77.024652,Buffet ,scooter ,16
3E9B,JAPRES08DEL03,34,4.9,26.910262,75.783013,26.940262,75.813013,Meal ,motorcycle ,25
5A5D,RANCHIRES03DEL02,31,4.9,0.0,0.0,0.02,0.02,Buffet ,scooter ,16
33DD,HYDRES16DEL03,23,4.1,17.440827,78.393391,17.500827,78.453391,Meal ,electric_scooter ,32
AB46,INDORES05DEL02,29,4.7,22.727021,75.884167,22.777021,75.934167,Snack ,motorcycle ,20
A8B9,VADRES12DEL02,20,4.9,0.0,0.0,0.02,0.02,Meal ,motorcycle ,11
7096,PUNERES01DEL03,26,4.1,18.569156,73.774723,18.629156,73.834723,Meal ,motorcycle ,21
23B8,RANCHIRES14DEL02,34,4.5,0.0,0.0,0.08,0.08,Snack ,motorcycle ,44
C55C,AURGRES05DEL02,34,4.9,19.875522,75.367127,19.925522,75.417127,Snack ,motorcycle ,19
9B27,PUNERES18DEL03,21,4.7,18.593481,73.785901,18.623481,73.815901,Buffet ,scooter ,11
BC03,COIMBRES010DEL01,35,4.6,11.003008,76.97544,11.073009,77.04544,Snack ,motorcycle ,23
38C5,JAPRES02DEL01,20,4.7,26.914142,75.805704,27.024142,75.915704,Snack ,electric_scooter ,12
2997,MUMRES20DEL02,24,4.1,19.103249,72.846749,19.233249,72.976749,Buffet ,electric_scooter ,39
5AA4,BANGRES12DEL01,25,4.5,12.939496,77.625999,12.979496,77.665999,Snack ,scooter ,16
1D9C,MUMRES06DEL03,22,4.8,19.055831,72.833984,19.085831,72.863984,Drinks ,scooter ,17
B041,RANCHIRES01DEL03,38,4.7,23.416792,85.316842,23.506792,85.406842,Meal ,motorcycle ,24
5145,BANGRES11DEL01,29,4.3,12.934365,77.616155,12.974365,77.656155,Meal ,scooter ,33
91BA,BANGRES08DEL01,24,4.8,12.906229,77.596791,13.016229,77.706791,Snack ,scooter ,29
C951,DEHRES08DEL03,36,4.8,30.359722,78.067079,30.499722,78.207079,Buffet ,motorcycle ,42
B0E7,JAPRES20DEL02,31,4.7,26.956431,75.776649,27.006431,75.826649,Buffet ,electric_scooter ,28
1A1E,MYSRES19DEL03,20,4.8,12.334022,76.618203,12.364022,76.648203,Snack ,scooter ,25
CDF 4.00,BHPRES03DEL02,25,4.6,23.214294,77.435361,23.264294,77.485361,Snack ,scooter ,16
AEA,BANGRES19DEL01,23,5,12.914264,77.6784,13.024264,77.7884,Meal ,scooter ,11
6723,JAPRES20DEL02,39,4.7,26.956431,75.776649,27.006431,75.826649,Buffet ,motorcycle ,34
326E,MYSRES17DEL01,21,4.7,12.326356,76.619103,12.436356,76.729103,Snack ,motorcycle ,35
1983,INDORES09DEL01,32,4.7,22.725835,75.887648,22.765835,75.927648,Drinks ,scooter ,25
7648,RANCHIRES11DEL02,36,4.9,23.359194,85.325447,23.489194,85.455447,Drinks ,motorcycle ,15
8028,COIMBRES15DEL01,38,4.8,11.006686,76.951736,11.076686,77.021736,Snack ,motorcycle ,49
5D47,BANGRES09DEL01,34,4.3,12.934179,77.615797,13.044179,77.725797,Snack ,motorcycle ,35
5FD4,SURRES04DEL01,23,2.5,21.173493,72.801953,21.283493,72.911953,Buffet ,motorcycle ,34
A14D,MYSRES01DEL02,32,3.6,12.311072,76.654878,12.441072,76.784878,Meal ,scooter ,39
6B51,BANGRES16DEL01,31,4.8,13.029198,77.570997,13.039198,77.580997,Meal ,motorcycle ,26
A5DC,MYSRES19DEL02,22,4.6,12.334022,76.618203,12.414022,76.698203,Buffet ,motorcycle ,11
268B,MYSRES11DEL02,34,3.9,12.323225,76.630028,12.403225,76.710028,Drinks ,electric_scooter ,33
15F4,RANCHIRES16DEL02,39,4.8,23.371292,85.327872,23.501292,85.457872,Meal ,motorcycle ,47
711A,JAPRES07DEL02,21,5,26.766536,75.837333,26.846536,75.917333,Buffet ,motorcycle ,25
21C3,HYDRES02DEL03,34,3.9,17.41233,78.449654,17.50233,78.539654,Meal ,scooter ,37
5AF,MYSRES16DEL01,29,4.6,-12.316967,76.603067,12.326967,76.613067,Snack ,motorcycle ,29
7022,CHENRES02DEL02,28,4.9,13.086438,80.220672,13.166438,80.300672,Meal ,motorcycle ,15
33B9,SURRES18DEL01,34,4.9,21.149834,72.778666,21.159834,72.788666,Buffet ,motorcycle ,20
3B1E,BANGRES02DEL02,21,4.7,12.970221,77.645396,13.100221,77.775396,Meal ,motorcycle ,29
A085,INDORES04DEL02,30,4.6,22.753659,75.903365,22.773659,75.923365,Snack ,electric_scooter ,30
4390,COIMBRES13DEL03,36,5,11.003669,76.976494,11.063669,77.036494,Drinks ,scooter ,16
56AA,PUNERES15DEL01,25,4.5,18.636215,73.751081,18.646215,73.761081,Meal ,motorcycle ,24
9797,BANGRES010DEL01,38,4.3,12.933298,77.614293,13.043298,77.724293,Snack ,scooter ,31
7B89,MUMRES16DEL01,24,5,19.120083,72.907385,19.160083,72.947385,Drinks ,scooter ,12
A2F8,MYSRES14DEL03,31,4,0.0,0.0,0.06,0.06,Drinks ,motorcycle ,34
B52C,VADRES14DEL02,31,4.7,22.311603,73.165012,22.391603,73.245012,Snack ,electric_scooter ,29
9571,HYDRES13DEL01,27,4.6,17.431477,78.40035,17.501477,78.47035,Drinks ,motorcycle ,13
2E2A,BANGRES03DEL02,23,4.8,12.979166,77.640709,12.999166,77.660709,Buffet ,motorcycle ,11
32B0,RANCHIRES01DEL01,29,4.6,23.416792,85.316842,23.526792,85.426842,Snack ,scooter ,29
3318,BANGRES010DEL02,25,4.7,12.933298,77.614293,13.063298,77.744293,Meal ,scooter ,23
7726,INDORES07DEL01,38,4.5,22.722634,75.886959,22.732634,75.896959,Drinks ,electric_scooter ,24
94DD,COIMBRES03DEL02,32,4.8,11.025083,77.015393,11.105083,77.095393,Drinks ,motorcycle ,26
8227,JAPRES16DEL01,22,4.3,26.849596,75.800512,26.919596,75.870512,Buffet ,motorcycle ,36
FC1,VADRES06DEL03,35,4.9,22.31279,73.170283,22.34279,73.200283,Drinks ,scooter ,31
8322,MYSRES13DEL01,35,4.1,12.310972,76.659264,12.420972,76.769264,Buffet ,motorcycle ,46
C082,ALHRES11DEL03,34,4.8,0.0,0.0,0.06,0.06,Snack ,scooter ,18
A635,PUNERES14DEL01,22,3.5,18.516216,73.842527,18.586216,73.912527,Meal ,motorcycle ,33
A35,INDORES11DEL01,29,4.6,22.751234,75.88949,22.761234,75.89949,Buffet ,scooter ,27
33BE,BANGRES02DEL02,28,4.9,12.970221,77.645396,13.020221,77.695396,Snack ,scooter ,24
3D21,RANCHIRES16DEL01,35,3.6,23.371292,85.327872,23.441292,85.397872,Meal ,motorcycle ,34
D152,BHPRES15DEL03,38,4.8,23.234249,77.434007,23.294249,77.494007,Meal ,scooter ,17
1C01,MUMRES19DEL03,31,5,19.131141,72.813074,19.19114,72.873074,Meal ,motorcycle ,28
45F,RANCHIRES14DEL01,29,4.6,0.0,0.0,0.01,0.01,Meal ,electric_scooter ,27
D550,ALHRES19DEL03,26,5,25.457116,81.859682,25.487116,81.889682,Buffet ,scooter ,10
7FFC,BANGRES16DEL01,36,4.4,13.029198,77.570997,13.139198,77.680997,Snack ,motorcycle ,31
9E4E,COIMBRES19DEL03,26,4.6,11.022298,76.998349,11.052298,77.028349,Drinks ,motorcycle ,32
CEF2,LUDHRES010DEL03,38,4.1,30.89286,75.822199,31.03286,75.962199,Snack ,scooter ,41
4E5A,JAPRES03DEL03,25,4.3,26.913483,75.803139,27.003483,75.893139,Meal ,scooter ,37
3776,BANGRES04DEL01,25,5,12.98041,77.640489,12.99041,77.650489,Drinks ,scooter ,32
CA9B,ALHRES09DEL02,30,4.7,0.0,0.0,0.08,0.08,Meal ,motorcycle ,24
BE1,CHENRES06DEL03,29,4.6,13.054347,80.257221,13.084347,80.287221,Snack ,motorcycle ,24
929,MUMRES16DEL02,29,4.6,19.120083,72.907385,19.170083,72.957385,Snack ,scooter ,17
9107,CHENRES09DEL02,33,4.2,13.044694,80.26147,13.064694,80.28147,Meal ,scooter ,39
7317,COIMBRES02DEL02,39,4.9,11.022477,76.995667,11.102477,77.075667,Buffet ,motorcycle ,26
8464,MYSRES05DEL03,34,4.5,12.323978,76.627961,12.353978,76.657961,Snack ,motorcycle ,28
9AF2,HYDRES02DEL03,37,4.2,17.41233,78.449654,17.44233,78.479654,Buffet ,motorcycle ,30
8D48,JAPRES18DEL03,36,4.8,26.913987,75.752891,26.943987,75.782891,Meal ,motorcycle ,20
A077,PUNERES02DEL01,29,4.9,18.55144,73.804855,18.62144,73.874855,Meal ,motorcycle ,45
8FA0,SURRES01DEL01,30,4.4,21.186438,72.794115,21.296438,72.904115,Buffet ,electric_scooter ,35
291D,VADRES11DEL01,32,5,22.308096,73.167753,22.378096,73.237753,Buffet ,motorcycle ,43
7B54,PUNERES010DEL01,21,4.8,18.539299,73.897902,18.609299,73.967902,Meal ,motorcycle ,13
895B,BANGRES06DEL02,24,4.2,12.979096,77.640625,13.109096,77.770625,Drinks ,scooter ,35
8583,INDORES16DEL02,28,4.9,22.744648,75.894377,22.824648,75.974377,Snack ,motorcycle ,25
D6BF,AURGRES11DEL01,39,4.9,0.0,0.0,0.11,0.11,Snack ,motorcycle ,21
4340,RANCHIRES20DEL02,21,5,23.39925,85.390464,23.47925,85.470464,Meal ,scooter ,11
8C35,SURRES09DEL02,24,4.8,21.175975,72.795503,21.305975,72.925503,Snack ,motorcycle ,37
DD00,AURGRES09DEL03,35,4.8,19.874103,75.368419,19.904103,75.398419,Buffet ,scooter ,29
DAC9,KOLRES11DEL02,25,4.5,22.577821,88.400581,22.657821,88.480581,Buffet ,motorcycle ,20
5D7A,JAPRES09DEL01,20,5,26.911378,75.789034,26.981378,75.859034,Snack ,motorcycle ,22
65B1,MYSRES13DEL01,23,4.7,12.310972,76.659264,12.380972,76.729264,Meal ,scooter ,31
80AA,MYSRES20DEL01,28,4.7,12.337978,76.616792,12.447978,76.726792,Meal ,scooter ,25
B22B,RANCHIRES010DEL01,31,4.8,23.354422,85.3329,23.424422,85.4029,Meal ,motorcycle ,22
1A31,JAPRES06DEL01,28,4.5,26.911927,75.797282,26.981927,75.867282,Buffet ,scooter ,16
C2BA,LUDHRES18DEL03,20,3.9,30.890184,75.829615,30.950184,75.889615,Buffet ,motorcycle ,54
9892,JAPRES17DEL02,26,4.9,26.892312,75.806896,27.022313,75.936896,Buffet ,scooter ,22
DDB7,GOARES19DEL01,34,4.6,0.0,0.0,0.01,0.01,Drinks ,scooter ,26
4CCE,PUNERES12DEL01,24,4.8,18.520016,73.830547,18.530016,73.840547,Snack ,motorcycle ,10
8B86,COIMBRES20DEL03,35,4.8,10.994136,76.963303,11.084136,77.053303,Buffet ,motorcycle ,43
AD08,INDORES010DEL03,31,4.7,22.75004,75.902847,22.78004,75.932847,Snack ,electric_scooter ,19
D4DF,KOLRES20DEL02,20,4.7,22.514119,88.362504,22.594119,88.442504,Drinks ,motorcycle ,28
6561,INDORES08DEL01,32,4,22.725748,75.898497,22.735747,75.908497,Snack ,motorcycle ,31
D02F,BHPRES03DEL03,25,4.7,23.214294,77.435361,23.244294,77.465361,Buffet ,scooter ,19
6932,VADRES19DEL03,29,5,22.311844,73.165081,22.341844,73.195081,Snack ,motorcycle ,20
5697,JAPRES13DEL02,20,4.8,26.846156,75.8023,26.896156,75.8523,Drinks ,scooter ,14
25EB,JAPRES09DEL03,23,4.7,26.911378,75.789034,27.051378,75.929034,Snack ,motorcycle ,42
9ABF,INDORES06DEL03,33,5,22.728163,75.884212,22.818163,75.974212,Meal ,scooter ,25
9790,COIMBRES13DEL01,24,4.8,11.003669,76.976494,11.113669,77.086494,Drinks ,motorcycle ,16
768D,MUMRES09DEL03,25,4.8,18.994049,72.825203,19.054049,72.885203,Drinks ,motorcycle ,22
8E+03,SURRES010DEL03,29,4.6,21.17106,72.789292,21.23106,72.849292,Drinks ,motorcycle ,21
2C5A,PUNERES19DEL02,31,4.4,18.563934,73.915367,18.693935,74.045367,Buffet ,scooter ,37
163C,MYSRES17DEL01,38,4.8,12.326356,76.619103,12.366356,76.659103,Meal ,electric_scooter ,17
D398,DEHRES08DEL01,22,4.6,30.359722,78.067079,30.469722,78.177079,Snack ,motorcycle ,15
417B,SURRES15DEL01,35,4.7,21.160522,72.771477,21.170522,72.781477,Buffet ,electric_scooter ,12
4291,SURRES03DEL01,34,3.8,21.186884,72.793616,21.296884,72.903616,Meal ,scooter ,39
5761,CHENRES05DEL03,20,4.8,13.058616,80.264151,13.148616,80.354151,Snack ,scooter ,28
C8F,VADRES04DEL01,29,4.6,0.0,0.0,0.01,0.01,Buffet ,motorcycle ,16
A49A,VADRES11DEL03,20,3.5,22.308096,73.167753,22.338096,73.197753,Buffet ,motorcycle ,50
B4E4,COIMBRES03DEL02,30,4.2,11.025083,77.015393,11.105083,77.095393,Meal ,scooter ,49
BC1,SURRES16DEL01,29,4.6,21.160437,72.774209,21.170437,72.784209,Snack ,motorcycle ,14
A866,VADRES08DEL03,24,4.4,0.0,0.0,0.03,0.03,Meal ,motorcycle ,49
DB84,ALHRES05DEL01,35,4,25.457687,81.835585,25.567687,81.945585,Snack ,scooter ,35
7008,COIMBRES15DEL01,28,4.8,11.006686,76.951736,11.016686,76.961736,Snack ,scooter ,18
A22E,INDORES20DEL02,22,5,22.732225,75.874765,22.782225,75.924765,Meal ,scooter ,11
7820,COIMBRES17DEL01,23,4.8,11.026117,76.944652,11.096117,77.014652,Drinks ,motorcycle ,33
9F9A,VADRES15DEL01,32,4.3,0.0,0.0,0.01,0.01,Meal ,motorcycle ,28
41F5,PUNERES12DEL02,22,4.9,18.520016,73.830547,18.540016,73.850547,Meal ,scooter ,16
7D1A,RANCHIRES15DEL03,34,4.6,23.369746,85.33982,23.429746,85.39982,Buffet ,motorcycle ,29
3B72,INDORES14DEL01,30,4.7,22.761593,75.886362,22.771593,75.896362,Snack ,motorcycle ,26
8C6A,VADRES13DEL01,20,4.8,22.310237,73.158921,22.350237,73.198921,Snack ,motorcycle ,14
25A5,SURRES07DEL02,20,5,21.170798,72.790489,21.250798,72.870489,Meal ,motorcycle ,36
CA3B,LUDHRES04DEL03,39,4.6,30.914057,75.83982,30.944057,75.86982,Drinks ,scooter ,24
A598,RANCHIRES17DEL02,27,4.7,23.374878,85.335739,23.394878,85.355739,Meal ,scooter ,11
1812,JAPRES04DEL02,35,4.8,26.902328,75.794257,26.922328,75.814257,Buffet ,electric_scooter ,27
5.3E+08,PUNERES06DEL02,24,4.8,18.546258,73.904337,18.676258,74.034337,Meal ,motorcycle ,26
DD8C,BHPRES11DEL03,25,4.9,23.233219,77.433571,23.293219,77.493571,Snack ,motorcycle ,17
2668,PUNERES09DEL01,28,4.8,18.536562,73.896485,18.576562,73.936485,Meal ,motorcycle ,14
4945,MUMRES07DEL02,33,4.6,19.091458,72.827808,19.171458,72.907808,Drinks ,scooter ,30
4D6A,JAPRES06DEL02,35,4.9,26.911927,75.797282,26.961927,75.847282,Meal ,scooter ,21
99B6,CHENRES09DEL01,30,4.9,13.044694,80.26147,13.114694,80.33147,Drinks ,motorcycle ,35
9869,CHENRES18DEL03,31,4.9,12.981615,80.231598,13.041615,80.291598,Snack ,motorcycle ,29
4593,BANGRES17DEL03,31,4.8,12.972532,77.608179,13.062532,77.698179,Drinks ,scooter ,21
CE38,GOARES19DEL02,24,4.7,0.0,0.0,0.02,0.02,Drinks ,scooter ,16
ACDC,MUMRES15DEL02,33,5,19.176269,72.836721,19.196269,72.856721,Drinks ,scooter ,24
C947,BHPRES04DEL01,39,4.6,23.184992,77.417227,23.294992,77.527227,Buffet ,scooter ,18
DFA1,KNPRES19DEL03,37,4.5,26.49095,80.318656,26.55095,80.378656,Snack ,motorcycle ,24
4062,JAPRES17DEL03,26,4.8,26.892312,75.806896,26.922313,75.836896,Drinks ,motorcycle ,21
4B99,RANCHIRES07DEL02,35,4.4,23.359407,85.325055,23.409407,85.375055,Buffet ,motorcycle ,32
C529,KOLRES04DEL01,29,4.8,22.538731,88.364878,22.548731,88.374878,Buffet ,scooter ,14
B9D7,PUNERES02DEL01,24,4.8,18.55144,73.804855,18.56144,73.814855,Drinks ,motorcycle ,19
41EE,JAPRES06DEL02,25,4.9,26.911927,75.797282,27.041927,75.927282,Drinks ,electric_scooter ,27
AE81,PUNERES15DEL01,20,4.5,18.636215,73.751081,18.676215,73.791081,Drinks ,motorcycle ,21
949A,SURRES18DEL01,28,5,21.149834,72.778666,21.219834,72.848666,Snack ,scooter ,13
BB43,RANCHIRES20DEL01,29,5,23.39925,85.390464,23.40925,85.400464,Buffet ,motorcycle ,21
26BE,RANCHIRES06DEL02,37,4.8,23.357804,85.325146,23.377804,85.345146,Meal ,motorcycle ,27
CF60,KOLRES12DEL01,30,4.8,22.551084,88.354127,22.561084,88.364127,Drinks ,electric_scooter ,28
665B,COIMBRES06DEL03,23,5,11.021278,76.995017,11.111278,77.085017,Buffet ,scooter ,34
D086,LUDHRES08DEL01,36,4.5,30.899992,75.831338,30.969992,75.901338,Snack ,motorcycle ,18
500F,HYDRES13DEL03,39,4.5,17.431477,78.40035,17.521477,78.49035,Drinks ,motorcycle ,37
7F7E,BANGRES01DEL02,28,4.9,12.933284,77.615428,12.983284,77.665428,Meal ,motorcycle ,13
B01D,MUMRES11DEL01,32,4.8,18.994237,72.825553,19.004237,72.835553,Drinks ,scooter ,18
5E+08,HYDRES010DEL03,38,4.9,17.428294,78.404423,17.488294,78.464423,Snack ,motorcycle ,31
DE8E,BHPRES14DEL03,32,4.7,0.0,0.0,0.09,0.09,Snack ,scooter ,24
411E,MYSRES20DEL02,35,4.8,12.337978,76.616792,12.467978,76.746792,Meal ,scooter ,42
D14C,KOLRES03DEL03,33,4.8,22.526461,88.364453,22.586461,88.424453,Snack ,motorcycle ,21
8CC7,HYDRES04DEL02,27,4.9,17.411028,78.329645,17.541028,78.459645,Buffet ,motorcycle ,32
5CDE,INDORES07DEL01,28,4.9,22.722634,75.886959,22.792634,75.956959,Meal ,scooter ,17
2048,CHENRES18DEL01,27,4.6,12.981615,80.231598,13.021615,80.271598,Snack ,motorcycle ,22
759D,BANGRES14DEL01,23,5,12.949934,77.699386,13.019934,77.769386,Snack ,electric_scooter ,27
1432,COIMBRES04DEL02,37,4.2,11.024839,77.007003,11.104839,77.087003,Drinks ,scooter ,37
7A4D,CHENRES09DEL03,36,4.9,13.044694,80.26147,13.104694,80.32147,Buffet ,motorcycle ,24
DBAB,AGRRES02DEL02,32,4.9,0.0,0.0,0.08,0.08,Snack ,motorcycle ,47
5E+22,RANCHIRES09DEL03,38,4.8,23.351058,85.325731,23.411058,85.385731,Buffet ,motorcycle ,17
6C74,MUMRES02DEL03,38,4.8,19.221315,72.862381,19.281315,72.922381,Drinks ,motorcycle ,27
DC27,ALHRES010DEL02,27,5,0.0,0.0,0.05,0.05,Drinks ,scooter ,16
836D,HYDRES06DEL01,31,4.4,17.455894,78.375467,17.525894,78.445467,Meal ,motorcycle ,53
ABBE,HYDRES20DEL02,21,4.2,17.483216,78.552111,17.503216,78.572111,Snack ,motorcycle ,16
29DD,COIMBRES02DEL01,26,4.7,11.022477,76.995667,11.132477,77.105667,Drinks ,scooter ,22
96C3,PUNERES15DEL01,23,4.9,18.636215,73.751081,18.706215,73.821081,Snack ,motorcycle ,36
2F75,RANCHIRES07DEL02,36,4.8,23.359407,85.325055,23.439407,85.405055,Meal ,scooter ,15
4248,COIMBRES07DEL03,29,4.6,10.96185,76.971082,11.02185,77.031082,Meal ,motorcycle ,17
92DD,BANGRES09DEL01,34,4.7,12.934179,77.615797,12.974179,77.655797,Buffet ,motorcycle ,26
54B6,COIMBRES07DEL02,20,4.9,10.96185,76.971082,11.04185,77.051082,Buffet ,motorcycle ,15
5177,COIMBRES05DEL03,25,4.1,11.022169,76.999594,11.082169,77.059594,Buffet ,motorcycle ,28
9150,INDORES03DEL02,36,4.6,22.751857,75.866699,22.831857,75.946699,Drinks ,motorcycle ,30
5997,CHENRES18DEL02,27,4.7,12.981615,80.231598,13.061615,80.311598,Snack ,motorcycle ,20
C775,AURGRES01DEL02,35,4.1,19.876219,75.346017,19.896219,75.366017,Meal ,motorcycle ,32
4E+36,MYSRES02DEL01,31,4.8,12.304569,76.643622,12.344569,76.683622,Meal ,scooter ,26
DB58,DEHRES02DEL01,33,4.8,0.0,0.0,0.11,0.11,Drinks ,scooter ,22
6E6F,JAPRES15DEL01,23,5,26.891191,75.802083,27.001191,75.912083,Drinks ,scooter ,44
8BB9,BANGRES19DEL02,23,4.5,12.914264,77.6784,13.044264,77.8084,Drinks ,scooter ,26
74C1,VADRES12DEL01,29,4.7,0.0,0.0,0.11,0.11,Snack ,motorcycle ,14
35CE,COIMBRES010DEL01,29,4.8,11.003008,76.97544,11.043008,77.01544,Snack ,motorcycle ,26
D044,AURGRES13DEL02,30,5,19.880256,75.323503,19.930256,75.373503,Meal ,scooter ,19
A1A8,HYDRES11DEL02,39,4.9,17.430448,78.418213,17.450448,78.438213,Meal ,motorcycle ,25
2C77,RANCHIRES11DEL03,34,4.3,23.359194,85.325447,23.389194,85.355447,Meal ,motorcycle ,36
BAA4,VADRES20DEL02,36,4.8,22.311358,73.164798,22.331358,73.184798,Buffet ,motorcycle ,29
8445,HYDRES12DEL03,30,4.9,17.429585,78.392621,17.489585,78.452621,Drinks ,motorcycle ,24
3CE8,VADRES14DEL03,29,4.8,22.311603,73.165012,22.341603,73.195012,Drinks ,motorcycle ,29
9DB4,SURRES08DEL03,24,4.7,21.173343,72.792731,21.233343,72.852731,Meal ,scooter ,10
4C17,CHENRES02DEL02,37,4.8,13.086438,80.220672,13.106438,80.240672,Drinks ,motorcycle ,18
74F,CHENRES13DEL02,29,4.6,13.027018,80.254791,13.107018,80.334791,Drinks ,motorcycle ,17
6D8F,SURRES11DEL02,30,4.8,21.157735,72.768778,21.237735,72.848778,Drinks ,motorcycle ,16
7B92,HYDRES18DEL03,21,4.7,17.450851,78.379347,17.480851,78.409347,Buffet ,motorcycle ,10
1.1E+05,CHENRES17DEL02,33,4.7,13.045479,80.23311,13.095479,80.28311,Snack ,motorcycle ,22
164D,MYSRES19DEL03,39,4.4,12.334022,76.618203,12.424022,76.708203,Meal ,motorcycle ,39
BEB1,BANGRES11DEL02,25,4.8,12.934365,77.616155,12.984365,77.666155,Drinks ,motorcycle ,22
D2E5,LUDHRES13DEL03,26,4.7,30.893234,75.82172,30.953234,75.88172,Meal ,motorcycle ,18
7C6,VADRES010DEL01,30,5,22.310329,73.169083,22.320329,73.179083,Drinks ,scooter ,25
D6C5,GOARES07DEL02,37,4.7,15.561295,73.749478,15.581295,73.769478,Meal ,motorcycle ,20
CFAA,DEHRES14DEL02,39,4.7,30.319528,78.040267,30.339528,78.060267,Buffet ,motorcycle ,24
B2B,INDORES14DEL02,21,4.9,22.761593,75.886362,22.841593,75.966362,Snack ,motorcycle ,19
47C2,MYSRES03DEL01,31,4.1,12.299524,76.64262,12.339524,76.68262,Meal ,motorcycle ,33
57D0,JAPRES010DEL01,38,4.9,26.921411,75.793604,26.961411,75.833604,Snack ,scooter ,25
D7FA,AGRRES04DEL02,35,4.9,27.195928,77.998092,27.325928,78.128092,Meal ,motorcycle ,36
462,RANCHIRES11DEL03,29,4.6,-23.359194,-85.325447,23.449194,85.415447,Meal ,motorcycle ,15
AED 6.00,VADRES09DEL03,39,4.9,0.0,0.0,0.03,0.03,Snack ,scooter ,17
